IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,21.59,,,18.39,,24.95,21.6 [18.4 - 24.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,21.86,,,18.82,,24.99,21.9 [18.8 - 25.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,21.93,,,18.75,,25.23,21.9 [18.8 - 25.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,22.29,,,19.54,,24.92,22.3 [19.5 - 24.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,22.66,,,19.59,,25.45,22.7 [19.6 - 25.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,23.22,,,19.86,,25.93,23.2 [19.9 - 25.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,23.24,,,20.38,,25.8,23.2 [20.4 - 25.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,23.15,,,20.57,,25.5,23.2 [20.6 - 25.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,23.64,,,19.92,,26.59,23.6 [19.9 - 26.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,24.44,,,21.53,,26.86,24.4 [21.5 - 26.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,24.55,,,21.34,,27.15,24.6 [21.3 - 27.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ALB,Albania,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,2.98,,,1.24,,5.13,3.0 [1.2 - 5.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ALB,Albania,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,2.95,,,1.34,,5.02,3.0 [1.3 - 5.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,2.96,,,1.4,,5.01,3.0 [1.4 - 5.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,2.97,,,1.55,,4.75,3.0 [1.5 - 4.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,2.98,,,1.69,,5.42,3.0 [1.7 - 5.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.04,,,1.74,,5.58,3.0 [1.7 - 5.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,2.99,,,1.77,,4.58,3.0 [1.8 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.03,,,1.92,,4.51,3.0 [1.9 - 4.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.05,,,1.87,,4.49,3.0 [1.9 - 4.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.02,,,1.89,,4.96,3.0 [1.9 - 5.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,2.98,,,2,,4.21,3.0 [2.0 - 4.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,2.95,,,1.99,,4.28,3.0 [2.0 - 4.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.01,,,1.97,,5.01,3.0 [2.0 - 5.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,2.98,,,2.11,,4.43,3.0 [2.1 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,2.97,,,2.19,,4.27,3.0 [2.2 - 4.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.05,,,2.26,,4.44,3.0 [2.3 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,2.96,,,2.28,,4.57,3.0 [2.3 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.12,,,1.33,,5.28,3.1 [1.3 - 5.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.07,,,1.51,,4.95,3.1 [1.5 - 4.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.09,,,1.98,,4.29,3.1 [2.0 - 4.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.07,,,1.97,,4.84,3.1 [2.0 - 4.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.07,,,1.96,,5.45,3.1 [2.0 - 5.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.13,,,2.05,,4.62,3.1 [2.1 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.07,,,2.06,,4.68,3.1 [2.1 - 4.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.06,,,2.06,,4.71,3.1 [2.1 - 4.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.09,,,2.1,,5.23,3.1 [2.1 - 5.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.08,,,2.24,,4.02,3.1 [2.2 - 4.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.07,,,2.36,,4.1,3.1 [2.4 - 4.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.07,,,2.37,,4.1,3.1 [2.4 - 4.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.15,,,2.07,,4.38,3.2 [2.1 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.19,,,2.08,,4.86,3.2 [2.1 - 4.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.23,,,2.24,,4.89,3.2 [2.2 - 4.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.24,,,2.33,,10.99,3.2 [2.3 - 11.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.25,,,2.32,,4.57,3.2 [2.3 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.16,,,2.37,,4.06,3.2 [2.4 - 4.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.23,,,2.4,,4.22,3.2 [2.4 - 4.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.2,,,2.39,,4.37,3.2 [2.4 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.24,,,2.37,,4.63,3.2 [2.4 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.17,,,2.4,,4.69,3.2 [2.4 - 4.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.29,,,1.93,,4.68,3.3 [1.9 - 4.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.25,,,2.05,,4.54,3.3 [2.1 - 4.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.25,,,2.09,,4.79,3.3 [2.1 - 4.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.28,,,2.19,,4.45,3.3 [2.2 - 4.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.31,,,2.22,,4.63,3.3 [2.2 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.32,,,2.19,,4.85,3.3 [2.2 - 4.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.31,,,2.25,,5.37,3.3 [2.3 - 5.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.33,,,2.4,,4.42,3.3 [2.4 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.26,,,2.44,,4.47,3.3 [2.4 - 4.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.25,,,2.5,,4.41,3.3 [2.5 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.27,,,2.52,,4.37,3.3 [2.5 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.28,,,2.49,,4.67,3.3 [2.5 - 4.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.36,,,1.98,,5.05,3.4 [2.0 - 5.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.45,,,2.04,,5.26,3.4 [2.0 - 5.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.45,,,2.29,,4.66,3.4 [2.3 - 4.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.41,,,2.41,,5.14,3.4 [2.4 - 5.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.4,,,2.46,,4.74,3.4 [2.5 - 4.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.38,,,2.46,,4.93,3.4 [2.5 - 4.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,PER,Peru,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.36,,,2.65,,4.35,3.4 [2.6 - 4.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.4,,,2.65,,4.53,3.4 [2.7 - 4.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.45,,,2.88,,4.35,3.4 [2.9 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.54,,,2.43,,5.13,3.5 [2.4 - 5.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.54,,,2.55,,4.62,3.5 [2.5 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,PER,Peru,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.5,,,2.47,,4.83,3.5 [2.5 - 4.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.48,,,2.47,,4.82,3.5 [2.5 - 4.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.48,,,2.56,,4.94,3.5 [2.6 - 4.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.52,,,2.57,,5.13,3.5 [2.6 - 5.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,3.49,,,2.67,,4.4,3.5 [2.7 - 4.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.62,,,2.01,,5.79,3.6 [2.0 - 5.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,3.63,,,2.23,,5.02,3.6 [2.2 - 5.0],,,EN,2024-08-12T22:00:00.000Z
